1200位
2014/12/07 15:48	32028601
2014/12/07 15:49	32028601(+0)
2014/12/07 15:50	32028601(+0)
2014/12/07 15:52	32028601(+0)
2014/12/07 15:54	32028601(+0)
2014/12/07 15:55	32028601(+0)
2014/12/07 15:57	32028601(+0)
2014/12/07 15:58	32028601(+0)
2014/12/07 15:59	32028601(+0)
2014/12/07 16:00	32028601(+0)
2014/12/07 16:02	32028601(+0)
2014/12/07 16:04	32028601(+0)
2014/12/07 16:05	32028601(+0)
2014/12/07 16:07	32098346(+69745)
2014/12/07 16:08	32098346(+0)
2014/12/07 16:09	32098346(+0)
2014/12/07 16:10	32098346(+0)
2014/12/07 16:12	32098929(+583)
2014/12/07 16:14	32103484(+4555)
2014/12/07 16:15	32103484(+0)
2014/12/07 16:17	32103484(+0)
2014/12/07 16:18	32246271(+142787)
2014/12/07 16:19	32336926(+90655)
2014/12/07 16:21	32373861(+36935)
2014/12/07 16:23	32373861(+0)
2014/12/07 16:24	32373861(+0)
2014/12/07 16:26	32373861(+0)
2014/12/07 16:27	32373861(+0)
2014/12/07 16:28	32373861(+0)
2014/12/07 16:29	32373861(+0)
2014/12/07 16:31	32517457(+143596)
2014/12/07 16:33	32517457(+0)
2014/12/07 16:34	32517457(+0)
2014/12/07 16:36	32573810(+56353)
2014/12/07 16:37	32619344(+45534)
2014/12/07 16:38	32619344(+0)
2014/12/07 16:39	32619344(+0)
2014/12/07 16:40	32619344(+0)
2014/12/07 16:41	32619344(+0)
2014/12/07 16:43	32714100(+94756)
2014/12/07 16:44	32826149(+112049)
2014/12/07 16:45	32826149(+0)
2014/12/07 16:47	32826149(+0)
2014/12/07 16:48	32863442(+37293)
2014/12/07 16:49	32863442(+0)
2014/12/07 16:50	32863442(+0)
2014/12/07 16:52	32863442(+0)
2014/12/07 16:54	32863442(+0)
2014/12/07 16:55	32863442(+0)
2014/12/07 16:57	32863442(+0)
2014/12/07 16:58	32863442(+0)
2014/12/07 16:59	32863442(+0)
2014/12/07 17:00	32863442(+0)
2014/12/07 17:01	32863442(+0)
2014/12/07 17:02	32863442(+0)
2014/12/07 17:03	32922079(+58637)
2014/12/07 17:04	32922079(+0)
2014/12/07 17:05	32922079(+0)
2014/12/07 17:07	32922079(+0)
2014/12/07 17:08	32922079(+0)
2014/12/07 17:09	32922079(+0)
2014/12/07 17:10	32922079(+0)
2014/12/07 17:12	32922079(+0)
2014/12/07 17:14	32922079(+0)
2014/12/07 17:15	32965295(+43216)
2014/12/07 17:17	33064135(+98840)
2014/12/07 17:18	33064135(+0)
2014/12/07 17:19	33064135(+0)
2014/12/07 17:20	33064135(+0)
2014/12/07 17:22	33064135(+0)
2014/12/07 17:24	33184718(+120583)
2014/12/07 17:25	33184718(+0)
2014/12/07 17:27	33184718(+0)
2014/12/07 17:28	33184718(+0)
2014/12/07 17:29	33185029(+311)
2014/12/07 17:30	33185029(+0)
2014/12/07 17:32	33185029(+0)
2014/12/07 17:34	33185029(+0)
2014/12/07 17:35	33185029(+0)
2014/12/07 17:37	33185029(+0)
2014/12/07 17:38	33185029(+0)
2014/12/07 17:39	33185029(+0)
2014/12/07 17:40	33185029(+0)
2014/12/07 17:42	33278032(+93003)
2014/12/07 17:44	33278032(+0)
2014/12/07 17:45	33402397(+124365)
2014/12/07 17:47	33425340(+22943)
2014/12/07 17:48	33451776(+26436)
2014/12/07 17:49	33451776(+0)
2014/12/07 17:50	33451776(+0)
2014/12/07 17:52	33451776(+0)
2014/12/07 17:54	33451776(+0)
2014/12/07 17:56	33451776(+0)
2014/12/07 17:57	33451776(+0)
2014/12/07 17:58	33451776(+0)
2014/12/07 17:59	33451776(+0)
2014/12/07 18:00	33451776(+0)
2014/12/07 18:01	33469152(+17376)
2014/12/07 18:02	33469152(+0)
2014/12/07 18:04	33469152(+0)
2014/12/07 18:05	33469152(+0)
2014/12/07 18:07	33469152(+0)
2014/12/07 18:08	33469152(+0)
2014/12/07 18:09	33526465(+57313)
2014/12/07 18:10	33526465(+0)
2014/12/07 18:11	33526465(+0)
2014/12/07 18:12	33526465(+0)
2014/12/07 18:14	33526465(+0)
2014/12/07 18:15	33526465(+0)
2014/12/07 18:17	33588420(+61955)
2014/12/07 18:18	33588420(+0)
2014/12/07 18:19	33588420(+0)
2014/12/07 18:20	33588420(+0)
2014/12/07 18:22	33588420(+0)
2014/12/07 18:24	33588420(+0)
2014/12/07 18:25	33588420(+0)
2014/12/07 18:27	33588420(+0)
2014/12/07 18:28	33588420(+0)
2014/12/07 18:29	33588420(+0)
2014/12/07 18:30	33588420(+0)
2014/12/07 18:32	33631230(+42810)
2014/12/07 18:34	33631230(+0)
2014/12/07 18:35	33682906(+51676)
2014/12/07 18:36	33682906(+0)
2014/12/07 18:37	33682906(+0)
2014/12/07 18:38	33682906(+0)
2014/12/07 18:39	33682906(+0)
2014/12/07 18:40	33682906(+0)
2014/12/07 18:42	33682906(+0)
2014/12/07 18:44	33740314(+57408)
2014/12/07 18:45	33740314(+0)
2014/12/07 18:47	33837882(+97568)
2014/12/07 18:48	33837882(+0)
2014/12/07 18:49	33837882(+0)
2014/12/07 18:50	34060141(+222259)
2014/12/07 18:52	34060141(+0)
2014/12/07 18:54	34060141(+0)
2014/12/07 18:55	34060141(+0)
2014/12/07 18:57	34119769(+59628)
2014/12/07 18:58	34119769(+0)
2014/12/07 18:59	34236999(+117230)
2014/12/07 19:00	34236999(+0)
2014/12/07 19:02	34236999(+0)
2014/12/07 19:04	34236999(+0)
2014/12/07 19:05	34263619(+26620)
2014/12/07 19:07	34263619(+0)
2014/12/07 19:08	34263619(+0)
2014/12/07 19:09	34263619(+0)
2014/12/07 19:10	34263619(+0)
2014/12/07 19:11	34263619(+0)
2014/12/07 19:13	34291258(+27639)
2014/12/07 19:14	34291258(+0)
2014/12/07 19:15	34291258(+0)
2014/12/07 19:16	34291258(+0)
2014/12/07 19:17	34291258(+0)
2014/12/07 19:18	34291258(+0)
2014/12/07 19:19	34366640(+75382)
2014/12/07 19:20	34366640(+0)
2014/12/07 19:22	34366640(+0)
2014/12/07 19:24	34366640(+0)
2014/12/07 19:25	34366640(+0)
2014/12/07 19:27	34473188(+106548)
2014/12/07 19:28	34473188(+0)
2014/12/07 19:29	34473188(+0)
2014/12/07 19:30	34498768(+25580)
2014/12/07 19:32	34498768(+0)
2014/12/07 19:34	34498768(+0)
2014/12/07 19:35	34498768(+0)
2014/12/07 19:36	34498768(+0)
2014/12/07 19:37	34498768(+0)
2014/12/07 19:38	34498768(+0)
2014/12/07 19:39	34498768(+0)
2014/12/07 19:40	34498768(+0)
2014/12/07 19:42	34498768(+0)
2014/12/07 19:44	34498768(+0)
2014/12/07 19:45	34498768(+0)
2014/12/07 19:47	34498768(+0)
2014/12/07 19:48	34498768(+0)
2014/12/07 19:49	34498768(+0)
2014/12/07 19:50	34498768(+0)
2014/12/07 19:52	34498768(+0)
2014/12/07 19:54	34534581(+35813)
2014/12/07 19:55	34551900(+17319)
2014/12/07 19:57	34551900(+0)
2014/12/07 19:58	34551900(+0)
2014/12/07 19:59	34664570(+112670)
2014/12/07 20:00	34664570(+0)
2014/12/07 20:02	34664570(+0)
2014/12/07 20:03	34664570(+0)
2014/12/07 20:04	34664570(+0)
2014/12/07 20:05	34664570(+0)
2014/12/07 20:07	34666038(+1468)
2014/12/07 20:08	34696405(+30367)
2014/12/07 20:09	34696405(+0)
2014/12/07 20:10	34749019(+52614)
2014/12/07 20:12	34749019(+0)
2014/12/07 20:14	34752534(+3515)
2014/12/07 20:15	34752534(+0)
2014/12/07 20:17	34752534(+0)
2014/12/07 20:18	34798038(+45504)
2014/12/07 20:19	34798038(+0)
2014/12/07 20:20	34798038(+0)
2014/12/07 20:22	34798038(+0)
2014/12/07 20:24	34798038(+0)
2014/12/07 20:25	34798038(+0)
2014/12/07 20:27	34798038(+0)
2014/12/07 20:28	34798038(+0)
2014/12/07 20:29	34798038(+0)
2014/12/07 20:30	34890214(+92176)
2014/12/07 20:32	34913117(+22903)
2014/12/07 20:34	34913117(+0)
2014/12/07 20:35	35167514(+254397)
2014/12/07 20:37	35242942(+75428)
2014/12/07 20:38	35242942(+0)
2014/12/07 20:39	35242942(+0)
2014/12/07 20:40	35242942(+0)
2014/12/07 20:42	35242942(+0)
2014/12/07 20:43	35242942(+0)
2014/12/07 20:44	35242942(+0)
2014/12/07 20:45	35242942(+0)
2014/12/07 20:47	35242942(+0)
2014/12/07 20:48	35242942(+0)
2014/12/07 20:49	35242942(+0)
2014/12/07 20:50	35242942(+0)
2014/12/07 20:52	35242942(+0)
2014/12/07 20:54	35253572(+10630)
2014/12/07 20:55	35253572(+0)
2014/12/07 20:57	35365648(+112076)
2014/12/07 20:58	35365648(+0)
2014/12/07 20:59	35365648(+0)
2014/12/07 21:00	35365648(+0)
2014/12/07 21:02	35483964(+118316)
2014/12/07 21:04	35483964(+0)
2014/12/07 21:05	35483964(+0)
2014/12/07 21:07	35483964(+0)
2014/12/07 21:08	35483964(+0)
2014/12/07 21:09	35483964(+0)
2014/12/07 21:10	35483964(+0)
2014/12/07 21:12	35483964(+0)
2014/12/07 21:14	35507526(+23562)
2014/12/07 21:15	35711883(+204357)
2014/12/07 21:17	35711883(+0)
2014/12/07 21:18	35855771(+143888)
2014/12/07 21:19	35952911(+97140)
2014/12/07 21:20	36006436(+53525)
2014/12/07 21:22	36129436(+123000)
2014/12/07 21:57	36341906(+212470)
2014/12/07 21:58	36341906(+0)
2014/12/07 21:59	36341906(+0)
2014/12/07 22:00	36363591(+21685)
2014/12/07 22:02	36363591(+0)
2014/12/07 22:03	36363591(+0)
2014/12/07 22:04	36363591(+0)
2014/12/07 22:05	36363591(+0)
2014/12/07 22:07	36363591(+0)
2014/12/07 22:08	36363591(+0)
2014/12/07 22:09	36369091(+5500)
2014/12/07 22:10	36512826(+143735)
2014/12/07 22:12	36512826(+0)
2014/12/07 22:14	36620729(+107903)
2014/12/07 22:15	36620729(+0)
2014/12/07 22:17	36791856(+171127)
2014/12/07 22:18	36841005(+49149)
2014/12/07 22:19	36921460(+80455)
2014/12/07 22:20	36921460(+0)
2014/12/07 22:22	36995034(+73574)
2014/12/07 22:24	37104884(+109850)
2014/12/07 22:25	37202684(+97800)
2014/12/07 22:27	37271558(+68874)
2014/12/07 22:28	37271558(+0)
2014/12/07 22:29	37271558(+0)
2014/12/07 22:30	37456480(+184922)
2014/12/07 22:31	37456480(+0)
2014/12/07 22:32	37456480(+0)
2014/12/07 22:33	37456480(+0)
2014/12/07 22:34	37456480(+0)
2014/12/07 22:35	37593551(+137071)
2014/12/07 22:37	37593551(+0)
2014/12/07 22:38	37593551(+0)
2014/12/07 22:39	37666571(+73020)
2014/12/07 22:40	37666571(+0)
2014/12/07 22:42	37813500(+146929)
2014/12/07 22:44	37813500(+0)
2014/12/07 22:45	37813500(+0)
2014/12/07 22:47	37813500(+0)
2014/12/07 22:48	37813500(+0)
2014/12/07 22:49	37813500(+0)
2014/12/07 22:50	37813500(+0)
2014/12/07 22:52	37920080(+106580)
2014/12/07 22:54	37956845(+36765)
2014/12/07 22:55	37989346(+32501)
2014/12/07 22:57	37989346(+0)
2014/12/07 22:58	37989346(+0)
2014/12/07 22:59	37989346(+0)
2014/12/07 23:00	38010190(+20844)
2014/12/07 23:02	38153878(+143688)
2014/12/07 23:04	38153878(+0)
2014/12/07 23:05	38207485(+53607)
2014/12/07 23:07	38207485(+0)
2014/12/07 23:08	38266834(+59349)
2014/12/07 23:09	38312908(+46074)
2014/12/07 23:10	38312908(+0)
2014/12/07 23:12	38312908(+0)
2014/12/07 23:14	38328549(+15641)
2014/12/07 23:15	38328549(+0)
2014/12/07 23:17	38447762(+119213)
2014/12/07 23:18	38447762(+0)
2014/12/07 23:19	38447762(+0)
2014/12/07 23:20	38497376(+49614)
2014/12/07 23:22	38513438(+16062)
2014/12/07 23:24	38513438(+0)
2014/12/07 23:25	38513438(+0)
2014/12/07 23:27	38527716(+14278)
2014/12/07 23:28	38527716(+0)
2014/12/07 23:29	38563730(+36014)
2014/12/07 23:30	38761337(+197607)
2014/12/07 23:32	38790035(+28698)
2014/12/07 23:34	38790035(+0)
2014/12/07 23:35	38790035(+0)
2014/12/07 23:37	38790035(+0)
2014/12/07 23:38	38790035(+0)
2014/12/07 23:39	38790035(+0)
2014/12/07 23:40	38790035(+0)
2014/12/07 23:42	38790035(+0)
