201408062001	春日未来	985,841	985,417	983,690	978,339	975,210	973,578	967,445	966,487	958,628	948,987	
201408062001	最上静香	1,657,640	1,656,665	1,652,027	1,650,162	1,650,060	1,641,347	1,633,841	1,621,781	1,612,124	1,602,486	
201408062002	伊吹翼	1,699,583	1,698,184	1,697,240	1,695,314	1,693,691	1,690,727	1,689,163	1,687,004	1,686,820	1,683,375	
201408062002	田中琴葉	1,411,660	1,409,532	1,391,835	1,383,748	1,316,231	1,306,268	1,261,299	1,234,379	1,208,507	1,068,544	
201408062002	島原エレナ	909,039	906,770	905,340	903,864	899,386	897,344	890,494	890,347	887,717	884,704	
201408062002	佐竹美奈子	1,570,719	1,569,686	1,567,826	1,559,388	1,553,211	1,551,618	1,546,964	1,544,548	1,526,474	1,526,241	
201408062002	所恵美	2,065,419	2,062,911	2,062,228	2,057,822	2,054,847	2,048,783	2,031,680	2,030,120	2,010,547	2,008,131	
201408062004	徳川まつり	1,374,453	1,371,092	1,370,878	1,368,868	1,364,753	1,358,922	1,354,639	1,349,272	1,345,934	1,344,795	
201408062004	箱崎星梨花	1,341,843	1,335,092	1,333,610	1,331,745	1,329,003	1,324,260	1,322,717	1,308,894	1,308,858	1,298,539	
201408062005	野々原茜	923,591	921,890	920,287	915,469	914,488	912,952	908,975	907,163	896,562	888,959	
201408062005	望月杏奈	2,657,838	2,656,827	2,656,252	2,655,819	2,655,452	2,646,790	2,636,752	2,623,557	2,623,329	2,619,378	201408062006	ロコ	1,003,223	1,001,372	995,834	992,901	987,700	978,631	967,991	958,310	955,313	951,224	
201408062006	七尾百合子	2,845,773	2,839,093	2,818,926	2,814,347	2,811,532	2,788,134	2,745,218	2,740,913	2,659,716	2,635,185	
201408062006	高山紗代子	1,886,020	1,881,596	1,880,066	1,879,508	1,864,823	1,850,330	1,839,901	1,835,509	1,826,660	1,822,168	
201408062007	松田亜利沙	1,129,409	1,128,806	1,124,221	1,121,808	1,121,719	1,120,734	1,114,301	1,114,228	1,100,270	1,091,649	
201408062007	高坂海美	1,156,983	1,156,199	1,148,825	1,146,540	1,145,385	1,140,107	1,136,428	1,135,876	1,116,033	1,102,553	
201408062007	中谷育	983,926	979,347	978,853	972,610	969,488	965,429	965,086	956,453	954,936	953,405	
201408062007	天空橋朋花	844,544	837,430	828,696	811,990	809,468	794,000	773,627	743,335	715,034	617,373	
201408062007	エミリー	1,200,903	1,199,951	1,196,414	1,178,694	1,177,896	1,176,950	1,174,107	1,173,891	1,172,429	1,161,624	
201408062008	北沢志保	2,049,846	2,045,797	2,023,201	2,012,401	2,012,058	1,999,188	1,927,486	1,877,107	1,732,265	1,708,655	
201408062008	舞浜歩	793,852	793,365	788,689	786,214	784,733	776,156	772,628	770,623	764,962	762,990	
201408062008	木下ひなた	912,451	908,463	907,125	904,969	901,157	897,308	879,840	860,286	852,325	851,965	
201408062008	矢吹可奈	834,011	830,122	827,096	825,274	804,339	759,683	758,505	749,689	667,608	565,764	
201408062009	横山奈緒	1,286,228	1,285,645	1,277,283	1,276,470	1,274,353	1,270,478	1,266,834	1,250,869	1,227,032	1,121,464	
201408062009	二階堂千鶴	938,164	933,015	932,166	926,796	925,053	922,622	922,475	921,732	916,675	901,995	
201408062009	馬場このみ	1,087,831	1,086,808	1,082,946	1,082,862	1,082,206	1,082,145	1,075,572	1,075,383	1,071,324	1,063,847	
201408062010	大神環	975,765	970,905	969,981	968,192	968,047	956,916	954,651	951,897	941,142	940,794	
201408062010	豊川風花	1,515,711	1,510,591	1,509,419	1,507,438	1,505,466	1,501,690	1,499,518	1,497,022	1,492,652	1,482,826	
201408062010	宮尾美也	941,034	936,109	935,139	914,518	913,546	910,766	908,266	906,975	886,626	841,652	
201408062010	福田のり子	895,787	894,721	894,370	894,304	891,816	890,199	884,046	878,689	878,415	877,908	
201408062011	真壁瑞希	1,157,615	1,156,794	1,153,029	1,152,667	1,147,023	1,120,566	1,115,814	1,111,377	1,103,467	1,094,643	
201408062011	篠宮可憐	921,119	918,231	909,750	906,402	873,993	858,979	849,948	843,336	834,592	733,598	
201408062011	百瀬莉緒	1,079,710	1,068,417	1,060,204	1,058,213	1,027,331	1,024,919	998,996	699,727	698,374	676,973	
201408062012	永吉昴	1,216,948	1,216,636	1,207,933	1,204,209	1,203,218	1,195,732	1,195,208	1,186,486	1,166,508	1,110,060	
201408062012	北上麗花	942,606	912,765	911,872	909,499	909,213	906,931	901,168	897,326	888,323	886,840	
201408062012	周防桃子	2,332,455	2,323,652	2,314,434	2,312,378	2,293,877	2,268,871	2,266,606	2,259,978	2,241,816	2,215,747	
201408062012	ジュリア	833,911	827,964	827,523	823,930	814,358	813,782	813,117	801,483	791,981	781,083	
