100位	181,018,605 pt
500位	78,272,671 pt
1200位	46,270,261 pt
1300位	36,288,172 pt
1000位	51,644,590 pt
1位	2,100,853,167 pt
10位	1,000,197,540 pt
11位	755,036,488 pt
20位	252,325,846 pt
700位	61,707,305 pt
765位	58,448,255 pt
770位	58,282,695 pt
300位	107,410,903 pt
1500位	27,671,370 pt
1999位	19,529,057 pt
2000位	19,503,134 pt
2999位	11,360,032 pt
3000位	11,359,602 pt
3999位	7,086,442 pt
4000位	7,085,860 pt
4999位	4,643,732 pt
5000位	4,642,687 pt
9999位	866,240 pt
10000位	866,110 pt
15000位	18,560 pt
20000位	0 pt
30000位	0 pt
※10/17 00:00 集計時点のポイントですBY SKDN
