

1位	800000000000092921	ゲオルグ	2100853167
2位	1300000000000024137	しらの	1576832764
3位	1300000000000007598	謎の生物	1324236139
4位	400000000000077887	しゃれあむ	1258378080
5位	1500000000000077774	柚@山デューサー	1125811507
6位	1500000000000005158	木霊花	1068043826
7位	800000000000001257	リッド	1067361698
8位	400000000000091746	鈴	1052047762
9位	1000000000000062349	いびちゃ	1044509629
10位	700000000000014862	霙	1000197540

11位	500000000000045400	ゲソさん	755036488
12位	15363	Moly	533429911
13位	500000000000008508	アンバランス	371936549
14位	900000000000080364	ゆうほー	363113689
15位	500000000000092034	ポピハム	309079810
16位	100000000000010340	Escha Malier＠なるべく諦めない	283903925
17位	1500000000000098413	ペテロ	281847092
18位	400000000000061066	とぅ～がし	278106260
19位	1000000000000097998	M_Lon	275274066
20位	100000000000079726	あがちゃん	252325846

21位	1100000000000003266	はらぽん	250022618
22位	200000000000083993	すがら	249900821
23位	500000000000095870	れいぴあ	242199477
24位	200000000000002093	だ～と	240894925
25位	100000000000021314	おでん缶	239678055
26位	1500000000000038307	聖母マリア	233788051
27位	600000000000080431	たまめ	230540426
28位	1400000000000049865	Seed	226553884
29位	500000000000085784	ザク	223537196
30位	500000000000049386	さよなランサー	218982071

31位	900000000000018615	パパッチ	218280091
32位	1000000000000094812	しゅうへい	217729522
33位	1300000000000000419	しろこ	216998744
34位	300000000000015352	赤オーブ	215282257
35位	500000000000086821	脱初心者おがちー	215134680
36位	200000000000104214	ninomomo	213934202
37位	200000000000055501	如月祐@ラウメン募集中	205007153
38位	1500000000000017494	ﾊｽﾌﾞﾚﾛー	203980142
39位	200000000000074531	がなみるは	203493915
40位	300000000000001049	2416	200567932

41位	600000000000096466	フォイヤ	200493325
42位	200000000000100913	ライビル	200358364
43位	300000000000022103	ソル＠ﾍ( ＊´ｖ`＊ﾍ)))～	199803802
44位	500000000000004620	ぐんぶす@生涯下僕	197872029
45位	300000000000041963	kotari	197561882
46位	700000000000087626	トッカリ	197321527
47位	1100000000000052625	くっさん	196835442
48位	700000000000025624	ねこうめい	195740411
49位	1300000000000001207	いわし	195694735
50位	300000000000102574	くもり	194404607

51位	900000000000084716	タカヒロ	193816347
52位	1100000000000003997	アスカ	193190416
53位	400000000000001225	シゲG	193188150
54位	900000000000006114	たかにゃ	193119304
55位	700000000000100117	ユウ	192342359
56位	100000000000013079	ファビ	192056107
57位	1500000000000025052	なかやん	192039869
58位	1685	ヒトデ	191636294
59位	900000000000059311	uchoten	191434907
60位	1400000000000042374	直心	190954025

61位	600000000000001601	ラーズＰ	190848524
62位	1400000000000085736	こすを	190780250
63位	1100000000000009959	赤榛名	190765059
64位	37180	さくら	190633085
65位	500000000000031889	まーくん	190061960
66位	400000000000001371	ロジット	189399894
67位	900000000000031014	冷や麦	188808434
68位	200000000000001419	T-M:エクスプロージョン担当	188340503
69位	1400000000000096529	マーガリン	188156174
70位	1500000000000014212	熱帯夜	187945379

71位	1200000000000002482	もょもと兄@同僚募集中	187548160
72位	1500000000000063329	ろいにわ	186963095
73位	1300000000000102254	のらがみ	186813363
74位	1300000000000094016	ロベルト	185661261
75位	600000000000093379	ほっけの開き	185512863
76位	200000000000029724	えるえる	185350019
77位	800000000000024704	えーちゃん	184949613
78位	1200000000000032449	ぜんぱす	184596205
79位	200000000000086794	ダメヨシ	184257359
80位	1400000000000098536	o72@求)HHP百合子	184200037

81位	400000000000086098	AAS	184189834
82位	500000000000013661	めがれ！	184012662
83位	1300000000000079628	ジョカ	183975866
84位	900000000000019918	シモン	183908649
85位	100000000000097203	よしの	183785645
86位	1000000000000046951	青紫蘇	183738636
87位	1500000000000061976	bd8z	183223470
88位	85412	でらもっち	183067604
89位	600000000000054929	サギリ	182783134
90位	100000000000001337	ゆゆ	182697208

91位	400000000000000238	はるひっち	182645362
92位	500000000000100692	ドヤ	182545075
93位	1000000000000005940	S†S	182530385
94位	600000000000005228	ヤマ	182421395
95位	500000000000001866	新庄イズミ	182231667
96位	700000000000085269	求 HHP百瀬莉緒/出 HHP宮尾美也	182008111
97位	1300000000000103360	T	181735369
98位	101543	オラレナ	181279099
99位	1100000000000018803	やす	181075747
100位	94028	DISK3	181018605

101位	700000000000038756	アキ	180676531
102位	97431	ゴイ	179449732
103位	1200000000000000976	ごんぞ	172752895
104位	200000000000080513	大熊座	170778149
105位	200000000000000953	男前豆腐店	168496858
106位	1000000000000029025	みんみん	162527946
107位	1400000000000002833	173	161146797
108位	1000000000000096083	YOSSYFLAME	159739089
109位	1400000000000004986	モココ	159577037
110位	900000000000058298	おぼろ丸	156841904

111位	1300000000000077313	キリシマ	154214016
112位	400000000000080236	teko	148379961
113位	400000000000030769	バンザイ先生	143472250
114位	400000000000074056	フハヘ	138036405
115位	1100000000000014126	やうっこ	137901609
116位	1200000000000007097	Den [今迄道場御利用感謝♪]	135850414
117位	1500000000000000880	ザキザキ	135124811
118位	300000000000093134	Syun	134308096
119位	300000000000055509	抹茶	132667672
120位	400000000000100662	ごーけい	132627540

121位	1200000000000005922	MH35	132130027
122位	1300000000000015202	リタ	132030050
123位	500000000000046930	あまりちゃん	129823050
124位	700000000000052806	かも	129033122
125位	200000000000000062	Ryo@かなさよことは♪*o(≧▽≦)o*♪	128002939
126位	800000000000096138	むん	127807242
127位	800000000000099756	鮟鱇	127357314
128位	82080	なちゃ	125981166
