100位	205644927 pt
500位	84438135 pt
1200位	47052039 pt
1300位	37621540 pt
1000位	52771198 pt
700位	65888697 pt
765位	62140318 pt
770位	62010653 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	265579056 pt
300位	111617292 pt
1999位	22861609 pt
2000位	22859817 pt
2999位	14017754 pt
3000位	14016373 pt
3999位	10836260 pt
4000位	10835812 pt
4999位	8086832 pt
5000位	8083023 pt
9999位	2123630 pt
10000位	2123338 pt
14999位	406560 pt
15000位	406360 pt
20000位	8160
29999位	0 pt
30000位	0 pt
※06/22 15:32 集計時点のほからんBY SKDN
